,text,named_ents,named_ents_nolabel,chunk,compounds,verbs,re_subtree,re_chunk_v_chunk,adj,adj_noun,preps,noun_pre_noun
1957,"First of all, Captain Khan is an American hero, and if I were president at that time, he would be alive today, because unlike her, who voted for the war without knowing what she was doing, I would not have had our people in Iraq.","[('First', 'ORDINAL'), ('Khan', 'PERSON'), ('American', 'NORP'), ('today', 'DATE'), ('Iraq', 'GPE')]","['First', 'Khan', 'American', 'today', 'Iraq']","['Captain Khan', 'an American hero', 'I', 'president', 'that time', 'he', 'her', 'who', 'the war', 'what', 'she', 'I', 'our people', 'Iraq']",['Captain Khan'],"[were, be, voted, knowing, doing, had]","('I', 'Iraq', 'is')","('Khan I he who she I', 'be american hero president', 'all time her war what people Iraq')",[American],[],"[of, at, unlike, for, without, in]",['people in Iraq']
1958,Iraq was disaster.,"[('Iraq', 'GPE')]",['Iraq'],"['Iraq', 'disaster']",[],[],"('Iraq', '', 'was')","('Iraq', 'be disaster', '')",[],[],[],[]
1959,So he would have been alive today.,"[('today', 'DATE')]",['today'],['he'],[],[been],"('he', '', 'been')","('he', 'be', '')",[],[],[],[]
1960,The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,"[('Muslim', 'NORP')]",['Muslim'],"['The Muslim ban', 'something', 'some form', 'a extreme vetting', 'certain areas', 'the world']",[],[morphed],"('that', 'world', 'is')","('ban that', 'Muslim be something extreme certain', 'form vetting areas world')","[Muslim, extreme, certain]","['extreme vetting', 'certain areas']","[in, into, from, of]","['extreme vetting from certain areas', 'certain areas of world']"
1961,Hillary Clinton wants to allow hundreds of thousands — excuse me.,"[('Hillary Clinton', 'PERSON'), ('hundreds of thousands', 'CARDINAL')]","['Hillary Clinton', 'hundreds of thousands']","['Hillary Clinton', 'hundreds of thousands', 'me']",['Hillary Clinton'],"[wants, allow, excuse]","('Hillary Clinton', 'me', 'wants')","('Clinton', 'want', 'thousands me')",[],[],[],['thousands of']
1962,Excuse me..  		  			 ,[],[],['me'],[],[Excuse],"('', 'me', 'Excuse')","('', 'excuse', 'me')",[],[],[],[]
1963,And why did it morph into that?,[],[],['it'],[],[morph],"('it', 'that', 'morph')","('it', 'morph', 'that')",[],[],[into],[]
1964,"No, did you — no, answer the question.",[],[],"['you', 'the question']",[],[answer],"('you', 'question', 'answer')","('you', 'answer', 'question')",[],[],[],[]
1965,Do you still believe...,[],[],['you'],[],[believe],"('you', '', 'believe')","('you', 'believe', '')",[],[],[],[]
1966,TRUMP:,[],[],['TRUMP'],[],[],"('', '', 'TRUMP')","('', 'TRUMP', '')",[],[],[],[]
1967,Why don’t you interrupt her?,[],[],"['you', 'her']",[],[interrupt],"('you', 'her', 'interrupt')","('you', 'interrupt', 'her')",[],[],[],[]
1968,You interrupt me all the time.,[],[],"['You', 'me']",[],[interrupt],"('You', 'me', 'interrupt')","('You', 'interrupt', 'me')",[],[],[],[]
1969,I do.,[],[],['I'],[],[do],"('I', '', 'do')","('I', 'do', '')",[],[],[],[]
1970, 		  			 Why don’t you interrupt her?,[],[],"['you', 'her']",[],[interrupt],"('you', 'her', 'interrupt')","('you', 'interrupt', 'her')",[],[],[],[]
1971, 		  			 Would you please explain whether or not the Muslim ban still stands?,"[('Muslim', 'NORP')]",['Muslim'],"['you', 'not the Muslim ban']",[],"[explain, stands]","('Muslim ban', '', 'explain')","('you ban', 'explain muslim', '')",[Muslim],['Muslim ban'],[],[]
1972, 		  			 It’s called extreme vetting.,[],[],"['It', 'extreme vetting']",[],[called],"('', 'It', 'called')","('It', 'call extreme', '')",[extreme],[],[],[]
1973,We are going to areas like Syria where they’re coming in by the tens of thousands because of Barack Obama.,"[('Syria', 'GPE'), ('the tens of thousands', 'CARDINAL'), ('Barack Obama', 'PERSON')]","['Syria', 'the tens of thousands', 'Barack Obama']","['We', 'areas', 'Syria', 'they', 'the tens', 'of thousands', 'Barack Obama']",['Barack Obama'],"[going, coming]","('they', 'Barack Obama', 'going')","('We they', 'go', 'areas Syria tens thousands Obama')",[],[],"[to, like, by, because]","['areas like Syria', 'thousands of']"
1974,And Hillary Clinton wants to allow a 550 percent increase over Obama.,"[('Hillary Clinton', 'PERSON'), ('550 percent', 'PERCENT'), ('Obama', 'PERSON')]","['Hillary Clinton', '550 percent', 'Obama']","['Hillary Clinton', 'a 550 percent increase', 'Obama']","['Hillary Clinton', 'percent increase']","[wants, allow]","('Hillary Clinton', 'Obama', 'wants')","('Clinton', 'want', 'increase Obama')",[],['percent increase'],[over],['percent increase over Obama']
1975,"People are coming into our country like we have no idea who they are, where they are from, what their feelings about our country is, and she wants 550 percent more.","[('550 percent', 'PERCENT')]",['550 percent'],"['People', 'our country', 'we', 'no idea', 'who', 'they', 'they', 'what', 'their feelings', 'our country', 'she']",[],"[coming, have, are, are, is, wants]","('she', 'country', 'coming')","('People we they they feelings she', 'come who what', 'country idea country')",[],[],"[into, from, about]",['feelings about country']
1976,This is going to be the great Trojan horse of all time.,"[('Trojan', 'GPE')]",['Trojan'],"['the great Trojan horse', 'all time']",['Trojan horse'],"[going, be]","('This', 'time', 'going')","('This', 'go great horse', 'time')",[great],[],[of],['great Trojan horse of time']
1977,We have enough problems in this country.,[],[],"['We', 'enough problems', 'this country']",[],[have],"('We', 'country', 'have')","('We', 'have enough', 'problems country')",[enough],['enough problems'],[in],['enough problems in country']
1978,I believe in building safe zones.,[],[],"['I', 'safe zones']",[],"[believe, building]","('I', 'safe zones', 'believe')","('I', 'believe safe', 'zones')",[safe],['safe zones'],[in],[]
1979,"I believe in having other people pay for them, as an example, the Gulf states, who are not carrying their weight, but they have nothing but money, and take care of people.","[('Gulf', 'LOC')]",['Gulf'],"['I', 'other people', 'them', 'an example', 'the Gulf states', 'who', 'their weight', 'they', 'nothing', 'money', 'care', 'people']",['Gulf states'],"[believe, having, pay, carrying, have, take]","('they', 'people', 'states')","('I people who they', 'believe other state', 'them example weight nothing money care people')",[other],['other people'],"[in, for, as, but, of]",[]
1980,"But I don’t want to have, with all the problems this country has and all of the problems that you see going on, hundreds of thousands of people coming in from Syria when we know nothing about them.","[('hundreds of thousands', 'CARDINAL'), ('Syria', 'GPE')]","['hundreds of thousands', 'Syria']","['I', 'all the problems', 'this country', 'the problems', 'you', 'people', 'Syria', 'we', 'nothing', 'them']",[],"[want, have, has, see, going, coming, know]","('we', 'them', 'want')","('I country you we', 'want', 'problems problems that people Syria nothing them')",[],[],"[with, of, of, from, about]","['thousands of', 'thousands of people']"
1981,We know nothing about their values and we know nothing about their love for our country.,[],[],"['We', 'nothing', 'their values', 'we', 'nothing', 'their love', 'our country']",[],"[know, know]","('we', 'country', 'know')","('We we', 'know', 'nothing values nothing love country')",[],[],"[about, about, for]",['love for country']
1982, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
1983,"And, Secretary Clinton, let me ask you about that, because you have asked for an increase from 10,000 to 65,000 Syrian refugees.","[('Clinton', 'PERSON'), ('10,000', 'CARDINAL'), ('65,000', 'CARDINAL'), ('Syrian', 'NORP')]","['Clinton', '10,000', '65,000', 'Syrian']","['me', 'you', 'you', 'an increase', '10,000 to 65,000 Syrian refugees']",['Secretary Clinton'],"[let, ask, asked]","('you', 'Syrian refugees', 'let')","('me you', 'let syrian', 'you that increase refugees')",[Syrian],['Syrian refugees'],"[about, for, from]",['increase from Syrian refugees']
1984,We know you want tougher vetting.,[],[],"['We', 'you', 'tougher vetting']",[],"[know, want]","('you', 'tougher vetting', 'know')","('We you', 'know tough', 'vetting')",[tougher],['tougher vetting'],[],[]
1985,That’s not a perfect system.,[],[],['a perfect system'],[],[’s],"('That', '', '’s')","('That', '’ perfect system', '')",[perfect],[],[],[]
1986,So why take the risk of having those refugees come into the country?,[],[],"['the risk', 'those refugees', 'the country']",[],"[take, having, come]","('refugees', 'country', 'take')","('refugees', 'take', 'risk country')",[],[],"[of, into]",['risk of']
1987, 		  			 ,[],[],[],[],[],"('', '', ' \t\t  \t\t\t ')","('', '', '')",[],[],[],[]
1988,"Well, first of all, I will not let anyone into our country that I think poses a risk to us.","[('first', 'ORDINAL')]",['first'],"['I', 'anyone', 'our country', 'I', 'a risk', 'us']",[],"[let, think, poses]","('I', 'us', 'let')","('I that I', 'let', 'all anyone country risk us')",[],[],"[of, into, to]",[]
1989,"But there are a lot of refugees, women and children — think of that picture we all saw of that 4-year-old boy with the blood on his forehead because he’d been bombed by the Russian and Syrian air forces.","[('4-year-old', 'DATE'), ('Russian', 'NORP'), ('Syrian', 'NORP')]","['4-year-old', 'Russian', 'Syrian']","['a lot', 'refugees', 'women', 'children', 'that picture', 'we', 'that 4-year-old boy', 'the blood', 'his forehead', 'he', 'the Russian and Syrian air forces']",['air forces'],"[think, saw, bombed]","('air forces', 'he', 'think')","('we he', 'lot think old by russian', 'refugees picture boy blood forehead forces')","[old, Russian]","['old boy', 'Russian air forces']","[of, of, of, with, on]","['lot of refugees', 'blood on forehead']"
1990,"There are children suffering in this catastrophic war, largely, I believe, because of Russian aggression.","[('Russian', 'NORP')]",['Russian'],"['children', 'this catastrophic war', 'I', 'Russian aggression']",[],"[suffering, believe]","('I', 'Russian aggression', 'believe')","('I', 'child catastrophic believe russian', 'war aggression')","[catastrophic, Russian]","['catastrophic war', 'Russian aggression']","[in, because]",[]
1991,And we need to do our part.,[],[],"['we', 'our part']",[],"[need, do]","('we', 'part', 'need')","('we', 'need', 'part')",[],[],[],[]
1992,We by no means are carrying anywhere near the load that Europe and others are.,"[('Europe', 'LOC')]",['Europe'],"['We', 'no means', 'the load', 'Europe', 'others']",[],"[carrying, are]","('Europe', 'load', 'carrying')","('We Europe', 'carry that', 'means load')",[],[],"[by, near]",[]
1993,"But we will have vetting that is as tough as it needs to be from our professionals, our intelligence experts and others.",[],[],"['we', 'vetting', 'it', 'our professionals', 'our intelligence experts', 'others']",['intelligence experts'],"[have, is, needs, be]","('it', 'professionals', 'have')","('we that it', 'have', 'vetting professionals')",[],[],[from],[]
1994,"But it is important for us as a policy, you know, not to say, as Donald has said, we’re going to ban people based on a religion.","[('Donald', 'PERSON')]",['Donald'],"['it', 'us', 'a policy', 'you', 'Donald', 'we', 'people', 'a religion']",[],"[know, say, said, going, ban, based]","('we', 'religion', 'is')","('it you Donald we', 'be', 'us policy people religion')",[],[],"[for, as, on]",[]
1995,How do you do that?,[],[],['you'],[],[do],"('you', 'that', 'do')","('you', 'do', 'that')",[],[],[],[]
1996,We are a country founded on religious freedom and liberty.,[],[],"['We', 'a country', 'religious freedom', 'liberty']",[],[founded],"('We', 'religious freedom', 'are')","('We', 'be country religious', 'freedom')",[religious],['religious freedom'],[on],[]
1997,How do we do what he has advocated without causing great distress within our own county?,[],[],"['we', 'what', 'he', 'great distress', 'our own county']",[],"[do, advocated, causing]","('he', 'own county', 'do')","('we he', 'do great own', 'what distress county')","[great, own]","['great distress', 'own county']","[without, within]",[]
1998,Are we going to have religious tests when people fly into our country?,[],[],"['we', 'religious tests', 'people', 'our country']",[],"[going, have, fly]","('people', 'country', 'going')","('we people', 'go religious', 'tests country')",[religious],['religious tests'],[into],[]
1999,And how do we expect to be able to implement those?,[],[],['we'],[],"[expect, be, implement]","('we', 'those', 'expect')","('we', 'expect', 'those')",[],[],[],[]
2000,So I thought that what he said was extremely unwise and even dangerous.,[],[],"['I', 'what', 'he']",[],"[thought, said]","('said', 'what', 'thought')","('I he said', 'think', 'what')",[],[],[],[]
2001,"And indeed, you can look at the propaganda on a lot of the terrorists sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.","[('Donald Trump', 'PERSON'), ('Muslims', 'NORP')]","['Donald Trump', 'Muslims']","['you', 'the propaganda', 'a lot', 'the terrorists sites', 'what', 'Donald Trump', 'Muslims', 'fighters', 'they', 'a war', 'us']","['terrorists sites', 'Donald Trump']","[look, says, used, recruit, want, create]","('us', 'they', 'look')","('you Trump says they', 'look', 'propaganda lot sites what Muslims fighters war us')",[],['terrorists sites'],"[at, on, of, about, between]","['lot of terrorists sites', 'war between']"
2002,"And the final thing I would say, this is the 10th or 12th time that he’s denied being for the war in Iraq.","[('10th', 'ORDINAL'), ('12th', 'ORDINAL'), ('Iraq', 'GPE')]","['10th', '12th', 'Iraq']","['I', 'the 10th or 12th time', 'he', 'the war', 'Iraq']",[],"[say, denied, being]","('Iraq', 'he', 'is')","('I this he', 'final be 10th time', 'war Iraq')","[final, 10th]",[],"[for, in]",['war in Iraq']
2003,We have it on tape.,[],[],"['We', 'it', 'tape']",[],[have],"('We', 'tape', 'have')","('We', 'have', 'it tape')",[],[],[on],[]
2004,The entire press corps has looked at it.,[],[],"['The entire press corps', 'it']",['press corps'],[looked],"('press corps', 'it', 'looked')","('corps', 'entire look', 'it')",[entire],['entire press corps'],[at],[]
2005,"It’s been debunked, but it never stops him from saying whatever he wants to say.",[],[],"['It', 'it', 'him', 'he']",[],"[debunked, stops, saying, wants, say]","('whatever', 'he', 'debunked')","('It it he', 'debunk', 'him whatever')",[],[],[from],[]
